id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SS019D9440E	NRXN1_ADGRL1	simple:Q9ULB1	simple:O94910	NRXN1	ADGRL1	False	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.21	0.134	0.094	0.23	0.154	0.114	0.214	0.138	0.098	0.209	0.098	0.121	0.28	0.17	0.192	0.192	0.081	0.104	0.475	0.293	0.248	0.066
CPI-SS0B0B67CA2	NRXN2_ADGRL1	simple:P58401	simple:O94910	NRXN2	ADGRL1	False	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.513	0.436	0.397	0.346	0.27	0.23	0.352	0.275	0.235	0.29	0.179	0.202	0.422	0.311	0.334	0.322	0.211	0.234	0.268	0.086	0.33	0.148
CPI-SS05E4F3F47	NRXN3_ADGRL1	simple:Q9HDB5	simple:O94910	NRXN3	ADGRL1	False	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.212	0.136	0.096	0.234	0.158	0.118	0.312	0.236	0.196	0.185	0.074	0.097	0.181	0.07	0.093	0.214	0.103	0.125	0.305	0.123	0.268	0.086
CPI-SS085E3E37F	TENM1_ADGRL1	simple:Q9UKZ4	simple:O94910	TENM1	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.258	0.182	0.142	0.219	0.142	0.103	0.226	0.15	0.11	0.217	0.106	0.128	0.185	0.074	0.097	0.19	0.079	0.102	0.262	0.08	0.251	0.069
CPI-SS09159B142	TENM2_ADGRL1	simple:Q9NT68	simple:O94910	TENM2	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.206	0.13	0.09	0.21	0.133	0.093	0.215	0.138	0.098	0.18	0.07	0.092	0.181	0.07	0.093	0.186	0.076	0.098	0.252	0.07	0.251	0.069
CPI-SS04FD52559	TENM3_ADGRL1	simple:Q9P273	simple:O94910	TENM3	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.43	0.354	0.314	0.25	0.174	0.134	0.242	0.166	0.125	0.28	0.17	0.192	0.228	0.117	0.14	0.247	0.136	0.158	0.288	0.106	0.278	0.096
CPI-SS0EC12EAD9	TENM4_ADGRL1	simple:Q6N022	simple:O94910	TENM4	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.24	0.164	0.124	0.26	0.184	0.144	0.232	0.156	0.116	0.236	0.125	0.148	0.282	0.171	0.194	0.224	0.114	0.136	0.398	0.216	0.424	0.242
CPI-SS0430C8A78	FLRT1_ADGRL3	simple:Q9NZU1	simple:Q9HAR2	FLRT1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.013	0.115	0.08	0.044	0.146	0.112	0.032	0.134	0.098	0.062	0.031	0.064	0.061	0.03	0.062	0.066	0.035	0.067	0.0	0.0	0.054	0.061
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.013	0.115	0.08	0.044	0.146	0.112	0.032	0.134	0.098	0.062	0.031	0.064	0.061	0.03	0.062	0.066	0.035	0.067	0.0	0.0	0.054	0.061
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.014	0.116	0.082	0.127	0.229	0.194	0.09	0.192	0.157	0.062	0.031	0.064	0.066	0.035	0.067	0.112	0.081	0.114	0.059	0.065	0.191	0.198
CPI-SS052641D5A	FLRT3_ADGRL3	simple:Q9NZU0	simple:Q9HAR2	FLRT3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.034	0.136	0.1	0.387	0.489	0.454	0.276	0.378	0.343	0.082	0.052	0.084	0.066	0.036	0.068	0.204	0.173	0.206	0.059	0.065	0.142	0.148
CPI-CS0D62B1695	TENM3_FLRT3_complex_ADGRL3	complex:TENM3_FLRT3_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.034	0.136	0.1	0.056	0.158	0.122	0.048	0.15	0.114	0.082	0.052	0.084	0.066	0.036	0.068	0.127	0.096	0.128	0.059	0.065	0.09	0.096
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.064	0.166	0.131	0.025	0.126	0.092	0.032	0.134	0.098	0.097	0.066	0.098	0.066	0.035	0.067	0.07	0.039	0.072	0.074	0.08	0.063	0.069
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.012	0.114	0.079	0.015	0.117	0.082	0.02	0.122	0.088	0.061	0.03	0.062	0.062	0.031	0.063	0.067	0.036	0.068	0.064	0.07	0.063	0.069
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.236	0.338	0.302	0.056	0.158	0.122	0.048	0.15	0.114	0.161	0.13	0.162	0.108	0.078	0.11	0.127	0.096	0.128	0.1	0.106	0.09	0.096
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.046	0.148	0.113	0.066	0.168	0.133	0.038	0.139	0.104	0.117	0.086	0.118	0.162	0.132	0.164	0.105	0.074	0.106	0.209	0.216	0.235	0.242
CPI-SS0F6BE4D47	UNC5A_ADGRL3	simple:Q6ZN44	simple:Q9HAR2	UNC5A	ADGRL3	False	True	True	curated	False	Receptor-Receptor		0.016	0.118	0.084	0.016	0.118	0.083	0.019	0.121	0.086	0.063	0.032	0.065	0.0	0.0	0.0	0.076	0.045	0.077	0.055	0.062	0.054	0.061
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.086	0.429	0.357	0.44	0.782	0.71	0.328	0.671	0.6	0.128	0.223	0.354	0.112	0.207	0.338	0.25	0.345	0.476	0.062	0.656	0.144	0.739
CPI-CS049AAD8F5	TENM2_FLRT3_complex_ADGRL2	complex:TENM2_FLRT3_complex	simple:O95490		ADGRL2	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.065	0.408	0.336	0.068	0.411	0.339	0.073	0.416	0.344	0.107	0.202	0.333	0.108	0.202	0.334	0.113	0.208	0.339	0.062	0.656	0.065	0.66
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.117	0.46	0.388	0.077	0.42	0.348	0.084	0.427	0.355	0.143	0.238	0.369	0.112	0.206	0.338	0.116	0.211	0.342	0.076	0.671	0.065	0.66
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.065	0.408	0.336	0.068	0.411	0.339	0.073	0.416	0.344	0.107	0.202	0.333	0.108	0.202	0.334	0.113	0.208	0.339	0.067	0.661	0.065	0.66
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.288	0.631	0.559	0.108	0.451	0.379	0.1	0.443	0.371	0.207	0.302	0.433	0.154	0.249	0.38	0.173	0.268	0.399	0.102	0.697	0.092	0.686
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.098	0.442	0.37	0.118	0.461	0.389	0.09	0.433	0.361	0.162	0.257	0.388	0.208	0.303	0.434	0.151	0.246	0.377	0.212	0.806	0.238	0.832
CPI-CS0CE0C5AF0	GABA_byGAD1_and_SLC32A1_GABBR1	complex:GABA_byGAD1_and_SLC32A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.0	0.0	0.0	0.086	0.066	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06B116BC0	GABA_byGAD1_and_SLC6A1_GABBR1	complex:GABA_byGAD1_and_SLC6A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.042	0.058	0.077	0.088	0.068	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.097	0.015	0.097
CPI-CS02929CEBB	GABA_byGAD1_and_SLC6A11_GABBR1	complex:GABA_byGAD1_and_SLC6A11	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.042	0.058	0.077	0.04	0.057	0.076	0.04	0.057	0.076	0.09	0.07	0.099	0.087	0.067	0.096	0.0	0.0	0.0	0.16	0.243	0.0	0.0
CPI-CS0DE2ED1D0	GABA_byGAD1_and_SLC6A12_GABBR1	complex:GABA_byGAD1_and_SLC6A12	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.04	0.057	0.076	0.042	0.058	0.077	0.087	0.067	0.096	0.087	0.067	0.096	0.0	0.0	0.0	0.016	0.099	0.015	0.097
CPI-CS0E715A989	GABA_byGAD1_and_SLC6A13_GABBR1	complex:GABA_byGAD1_and_SLC6A13	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.042	0.058	0.077	0.084	0.065	0.094	0.087	0.067	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS03CCCE0E4	GABA_byGAD1_and_SLC6A6_GABBR1	complex:GABA_byGAD1_and_SLC6A6	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.042	0.058	0.077	0.04	0.057	0.076	0.042	0.058	0.077	0.09	0.07	0.099	0.087	0.067	0.096	0.0	0.0	0.0	0.03	0.112	0.015	0.097
CPI-CS0117267C4	GABA_byGAD1_and_SLC6A8_GABBR1	complex:GABA_byGAD1_and_SLC6A8	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.042	0.058	0.077	0.04	0.057	0.076	0.042	0.058	0.077	0.09	0.07	0.099	0.087	0.067	0.096	0.0	0.0	0.0	0.023	0.106	0.015	0.097
CPI-CS0F3055E82	GABA_byGAD2_and_SLC32A1_GABBR1	complex:GABA_byGAD2_and_SLC32A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.0	0.0	0.0	0.086	0.066	0.095	0.084	0.065	0.094	0.0	0.0	0.0	0.0
CPI-CS0E648EBFA	GABA_byGAD2_and_SLC6A1_GABBR1	complex:GABA_byGAD2_and_SLC6A1	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.088	0.068	0.096	0.0	0.0	0.0	0.085	0.065	0.094	0.015	0.097	0.0	0.0
CPI-CS0E6EE9A46	GABA_byGAD2_and_SLC6A11_GABBR1	complex:GABA_byGAD2_and_SLC6A11	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.09	0.07	0.099	0.087	0.067	0.096	0.085	0.065	0.094	0.031	0.113	0.0	0.0
CPI-CS0B3E748FB	GABA_byGAD2_and_SLC6A12_GABBR1	complex:GABA_byGAD2_and_SLC6A12	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.04	0.057	0.076	0.04	0.057	0.076	0.087	0.067	0.096	0.087	0.067	0.096	0.084	0.065	0.094	0.016	0.099	0.0	0.0
CPI-CS0F5400CAB	GABA_byGAD2_and_SLC6A13_GABBR1	complex:GABA_byGAD2_and_SLC6A13	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.084	0.065	0.094	0.087	0.067	0.096	0.085	0.065	0.094	0.0	0.0	0.0	0.0
CPI-CS02CC3D29A	GABA_byGAD2_and_SLC6A6_GABBR1	complex:GABA_byGAD2_and_SLC6A6	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.09	0.07	0.099	0.087	0.067	0.096	0.085	0.065	0.094	0.03	0.112	0.0	0.0
CPI-CS0C6A5253D	GABA_byGAD2_and_SLC6A8_GABBR1	complex:GABA_byGAD2_and_SLC6A8	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.04	0.057	0.076	0.04	0.057	0.076	0.04	0.057	0.076	0.09	0.07	0.099	0.087	0.067	0.096	0.085	0.065	0.094	0.023	0.106	0.0	0.0
CPI-CS0FA38E530	GABA_byGAD1_and_SLC32A1_GABBR2	complex:GABA_byGAD1_and_SLC32A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.02	0.004	0.01	0.02	0.004	0.01	0.02	0.004	0.01	0.0	0.0	0.0	0.018	0.01	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS04C0A3C19	GABA_byGAD1_and_SLC6A1_GABBR2	complex:GABA_byGAD1_and_SLC6A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.02	0.004	0.01	0.02	0.004	0.01	0.022	0.005	0.011	0.02	0.011	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.005	0.487	0.006
CPI-CS0A7EA055F	GABA_byGAD1_and_SLC6A11_GABBR2	complex:GABA_byGAD1_and_SLC6A11	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.022	0.005	0.011	0.02	0.004	0.01	0.02	0.004	0.01	0.022	0.014	0.008	0.02	0.011	0.005	0.0	0.0	0.0	0.632	0.151	0.0	0.0
CPI-CS025E1B7C6	GABA_byGAD1_and_SLC6A12_GABBR2	complex:GABA_byGAD1_and_SLC6A12	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.021	0.004	0.01	0.022	0.005	0.011	0.02	0.011	0.004	0.02	0.011	0.005	0.0	0.0	0.0	0.488	0.007	0.487	0.006
CPI-CS04368D963	GABA_byGAD1_and_SLC6A13_GABBR2	complex:GABA_byGAD1_and_SLC6A13	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.021	0.004	0.01	0.021	0.004	0.01	0.022	0.005	0.011	0.017	0.008	0.002	0.02	0.011	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0AD67AADC	GABA_byGAD1_and_SLC6A6_GABBR2	complex:GABA_byGAD1_and_SLC6A6	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.022	0.005	0.011	0.021	0.004	0.01	0.022	0.005	0.011	0.022	0.014	0.008	0.02	0.011	0.005	0.0	0.0	0.0	0.501	0.02	0.487	0.006
CPI-CS0F9A0EE4B	GABA_byGAD1_and_SLC6A8_GABBR2	complex:GABA_byGAD1_and_SLC6A8	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.022	0.005	0.011	0.021	0.004	0.01	0.022	0.005	0.011	0.022	0.014	0.008	0.02	0.011	0.005	0.0	0.0	0.0	0.495	0.014	0.487	0.006
CPI-CS0AA35FDCE	GABA_byGAD2_and_SLC32A1_GABBR2	complex:GABA_byGAD2_and_SLC32A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.02	0.004	0.01	0.02	0.004	0.01	0.02	0.004	0.01	0.0	0.0	0.0	0.018	0.01	0.003	0.017	0.008	0.002	0.0	0.0	0.0	0.0
CPI-CS0B096A78D	GABA_byGAD2_and_SLC6A1_GABBR2	complex:GABA_byGAD2_and_SLC6A1	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.02	0.004	0.01	0.02	0.004	0.01	0.021	0.004	0.01	0.02	0.011	0.005	0.0	0.0	0.0	0.018	0.009	0.002	0.486	0.005	0.0	0.0
CPI-CS02F1A072B	GABA_byGAD2_and_SLC6A11_GABBR2	complex:GABA_byGAD2_and_SLC6A11	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.021	0.004	0.01	0.02	0.004	0.01	0.02	0.004	0.01	0.022	0.014	0.008	0.019	0.011	0.004	0.018	0.009	0.002	0.502	0.021	0.0	0.0
CPI-CS04A744DD8	GABA_byGAD2_and_SLC6A12_GABBR2	complex:GABA_byGAD2_and_SLC6A12	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.021	0.004	0.01	0.021	0.004	0.01	0.02	0.011	0.004	0.019	0.011	0.004	0.017	0.008	0.002	0.488	0.007	0.0	0.0
CPI-CS0C8D4C311	GABA_byGAD2_and_SLC6A13_GABBR2	complex:GABA_byGAD2_and_SLC6A13	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.021	0.004	0.01	0.021	0.004	0.01	0.021	0.004	0.01	0.017	0.008	0.002	0.019	0.011	0.004	0.018	0.009	0.002	0.0	0.0	0.0	0.0
CPI-CS0DC38225F	GABA_byGAD2_and_SLC6A6_GABBR2	complex:GABA_byGAD2_and_SLC6A6	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.021	0.004	0.01	0.021	0.004	0.01	0.021	0.004	0.01	0.022	0.014	0.008	0.019	0.011	0.004	0.018	0.009	0.002	0.501	0.02	0.0	0.0
CPI-CS0BADCE0DB	GABA_byGAD2_and_SLC6A8_GABBR2	complex:GABA_byGAD2_and_SLC6A8	simple:O75899		GABBR2	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.021	0.004	0.01	0.021	0.004	0.01	0.021	0.004	0.01	0.022	0.014	0.008	0.019	0.011	0.004	0.018	0.009	0.002	0.495	0.014	0.0	0.0
CPI-CC0F8CB8104	GABA_byGAD1_and_SLC32A1_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.013	0.0	0.0	0.013	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.025	0.005	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC01B9552BA	GABA_byGAD1_and_SLC6A1_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.013	0.0	0.0	0.013	0.0	0.0	0.015	0.0	0.0	0.027	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.0
CPI-CC08A636173	GABA_byGAD1_and_SLC6A11_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A11	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.015	0.0	0.0	0.013	0.0	0.0	0.013	0.0	0.0	0.03	0.009	0.006	0.027	0.006	0.004	0.0	0.0	0.0	0.151	0.0	0.0	0.0
CPI-CC0F0C72A29	GABA_byGAD1_and_SLC6A12_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A12	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.014	0.0	0.0	0.015	0.0	0.0	0.026	0.006	0.004	0.027	0.006	0.004	0.0	0.0	0.0	0.007	0.0	0.006	0.0
CPI-CC002C86EAE	GABA_byGAD1_and_SLC6A13_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A13	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.014	0.0	0.0	0.014	0.0	0.0	0.015	0.0	0.0	0.024	0.003	0.001	0.027	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC06B7CC089	GABA_byGAD1_and_SLC6A6_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A6	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.015	0.0	0.0	0.014	0.0	0.0	0.015	0.0	0.0	0.03	0.009	0.006	0.027	0.006	0.004	0.0	0.0	0.0	0.021	0.0	0.006	0.0
CPI-CC0C8C9C0D3	GABA_byGAD1_and_SLC6A8_GABA-A_a2b3g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.015	0.0	0.0	0.014	0.0	0.0	0.015	0.0	0.0	0.03	0.009	0.006	0.027	0.006	0.004	0.0	0.0	0.0	0.015	0.0	0.006	0.0
CPI-CC03764C8A9	GABA_byGAD2_and_SLC32A1_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC32A1	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.013	0.0	0.0	0.013	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.025	0.005	0.002	0.024	0.003	0.001	0.0	0.0	0.0	0.0
CPI-CC06C7F820C	GABA_byGAD2_and_SLC6A1_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.013	0.0	0.0	0.013	0.0	0.0	0.014	0.0	0.0	0.027	0.006	0.004	0.0	0.0	0.0	0.024	0.004	0.002	0.006	0.0	0.0	0.0
CPI-CC08E2CA1DE	GABA_byGAD2_and_SLC6A11_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A11	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.014	0.0	0.0	0.013	0.0	0.0	0.013	0.0	0.0	0.03	0.009	0.006	0.026	0.006	0.003	0.024	0.004	0.002	0.022	0.0	0.0	0.0
CPI-CC02F84E602	GABA_byGAD2_and_SLC6A12_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A12	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.026	0.006	0.004	0.026	0.006	0.003	0.024	0.003	0.001	0.007	0.0	0.0	0.0
CPI-CC026C1BCB7	GABA_byGAD2_and_SLC6A13_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A13	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.014	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.024	0.003	0.001	0.026	0.006	0.003	0.024	0.004	0.002	0.0	0.0	0.0	0.0
CPI-CC0BB611F3F	GABA_byGAD2_and_SLC6A6_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.014	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.03	0.009	0.006	0.026	0.006	0.003	0.024	0.004	0.002	0.021	0.0	0.0	0.0
CPI-CC078D80A28	GABA_byGAD2_and_SLC6A8_GABA-A_a2b3g2S_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a2b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.014	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.03	0.009	0.006	0.026	0.006	0.003	0.024	0.004	0.002	0.015	0.0	0.0	0.0
CPI-CC002F8F1E8	GABA_byGAD1_and_SLC32A1_GABA-A_a3b3e_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a3b3e_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.042	0.002	0.001	0.042	0.002	0.001	0.042	0.002	0.001	0.0	0.0	0.0	0.021	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0E092014F	GABA_byGAD1_and_SLC6A1_GABA-A_a3b3e_complex	complex:GABA_byGAD1_and_SLC6A1	complex:GABA-A_a3b3e_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.042	0.002	0.001	0.042	0.002	0.001	0.044	0.004	0.003	0.022	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0D3781D5C	GABA_byGAD1_and_SLC6A11_GABA-A_a3b3e_complex	complex:GABA_byGAD1_and_SLC6A11	complex:GABA-A_a3b3e_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.044	0.004	0.003	0.042	0.002	0.001	0.042	0.002	0.001	0.025	0.01	0.006	0.022	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC08C75F9A4	GABA_byGAD1_and_SLC6A12_GABA-A_a3b3e_complex	complex:GABA_byGAD1_and_SLC6A12	complex:GABA-A_a3b3e_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.042	0.002	0.002	0.044	0.004	0.003	0.022	0.007	0.004	0.022	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
